iteracao,y_hat_mistakes,y_hat_syntax
616,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
617,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
618,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 3 2 2 2 2 4 2 2]
619,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 3 2 2]
620,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
621,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 2 2 2 4 2 2 2 2 4 2 2]
622,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 3 2 2 3 4 2 2 2 2 4 2 2]
623,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 4 3 2 2 4 2 2 2 2 4 2 2]
624,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 3 4 4 2 2 3 4 2 2 3 2 4 3 2]
625,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 3 4 3 2 4 2 4 2 2]
626,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 2 4 4 3 3 4 2 4 4 2]
627,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 3 3 4 4 3 4 2 4 4 2]
628,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 3 4 3 4 4 4 4 4 4 2 4 4 4 2 4 2 4 4 2]
629,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 3 4 3 4 4 4 4 4 3 3 4 4 4 3 4 2 4 4 2]
630,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 3 4 4 4 4 4 2 4 4 2]
631,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
632,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
633,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
634,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
635,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
636,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
637,[2 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
638,[0 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
639,[0 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
640,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 3 4 4 4 3 4 2 4 4 2]
641,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 3 4 4 4 3 4 2 4 4 2]
642,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 2 4 4 3 2 4 2 4 4 2]
643,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 2 2 4 4 3 2 4 2 4 2 2]
644,[0 0 0 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 3 4 3 2 4 2 4 3 2]
645,[0 0 2 0 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 2 2 4 4 2 2 4 2 4 2 2]
646,[0 0 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 2 4 3 2 2 3 4 2 2 3 2 4 2 2]
647,[2 0 2 2 2 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
648,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 3 2 2 2 4 2 2 3 2 4 2 2]
649,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 2 2 4 2 2 3 2 4 2 2]
650,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
651,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
652,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 3 2 2 2 2 4 2 2]
653,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
654,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
655,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
656,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 3 2 2 2 4 2 2 2 2 4 2 2]
657,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 4 2 2 3 4 2 2 2 2 4 2 2]
658,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 3 4 4 2 2 2 4 2 2 3 2 4 2 2]
659,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 3 4 4 2 2 2 4 3 2 3 2 4 2 2]
660,[2 1 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 2 4 4 3 4 4 3 2 2 4 3 3 3 2 4 3 2]
661,[2 0 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 3 3 4 4 3 2 3 2 4 2 2]
662,[2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 2 3 3 4 4 3 4 4 3 3 4 4 3 3 3 2 4 3 2]
663,[2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 2 2 2 3 3 4 3 4 4 4 4 4 3 3 4 4 3 3 4 2 4 4 2]
664,[2 1 2 2 2 2 2 2 2 3 2 3 2 2 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 2 2 3 2 2 3 3 4 3 4 4 4 4 4 4 3 4 4 3 3 4 2 4 3 2]
665,[2 2 2 2 2 2 2 2 3 3 2 3 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 3 3 4 4 4 4 4 4 4 4 3 4 4 4 3 4 2 4 3 2]
666,[2 2 2 2 2 2 2 2 2 3 2 3 3 2 3 2 2 2 2 2 2 2 2 2 3 3 2],[2 2 2 2 3 2 2 3 3 4 4 4 4 4 4 4 4 4 4 4 3 3 4 2 4 3 3]
667,[2 2 2 2 2 2 2 2 3 3 2 3 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 4 3 4 4 4 4 4 4 4 4 3 4 4 4 3 4 2 4 4 3]
668,[2 2 2 2 2 0 2 2 3 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
669,[2 2 2 2 2 0 2 3 3 3 2 3 2 3 3 3 2 2 2 2 2 2 2 2 3 3 2],[2 2 3 2 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
670,[2 2 2 2 2 2 2 2 3 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[2 2 3 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 3]
671,[2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 2 2 2 3 3 2 2 2 2 3 3 2],[3 2 3 3 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
672,[2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 2 3 3 2 2 2 2 3 3 2],[2 2 3 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
673,[2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 2 3 3 2 2 2 3 3 3 2],[3 2 3 3 3 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
674,[2 1 2 2 2 2 2 3 3 3 3 3 3 3 3 3 2 2 3 2 2 2 2 3 3 3 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
675,[2 1 2 2 2 0 2 3 3 3 3 3 3 3 3 3 2 2 3 3 2 2 2 2 3 3 2],[3 2 3 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
676,[2 1 2 2 2 2 2 3 3 3 2 3 3 3 3 3 2 2 3 2 2 2 2 2 3 3 2],[3 2 3 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
677,[2 2 2 2 2 2 2 3 2 3 2 3 3 3 3 3 2 2 2 2 2 2 2 2 3 2 2],[3 2 3 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
678,[2 1 2 2 2 2 2 2 3 3 2 3 2 3 3 2 2 2 3 2 2 2 2 2 3 2 2],[3 2 4 3 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
679,[2 1 2 2 2 1 2 2 3 3 2 3 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
680,[2 1 2 1 2 1 2 2 2 2 2 2 2 3 3 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
681,[2 1 2 2 2 2 2 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 2 2 3 3 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
682,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
683,[2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
684,[2 1 2 1 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2 2],[3 2 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
685,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
686,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2],[3 2 3 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
687,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 3 2 2],[3 2 4 3 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
688,[2 1 1 1 2 0 1 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 2 2 3 1 2],[3 2 4 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
689,[2 1 1 1 2 0 1 2 2 1 2 2 1 1 2 1 2 2 1 2 2 1 2 2 2 1 2],[3 2 3 2 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
690,[1 1 1 1 1 1 1 2 1 1 1 2 1 1 2 1 2 2 2 2 2 1 2 1 1 1 2],[3 2 3 2 4 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4]
691,[1 1 1 1 1 0 1 1 1 1 1 1 2 1 2 1 2 2 1 1 2 1 2 1 1 1 2],[3 2 3 3 3 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3]
692,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 2],[3 2 4 2 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
693,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 1 1 1 1 2],[3 2 4 3 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
694,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 1 1 1],[3 2 4 2 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 4]
695,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
696,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1],[3 2 4 3 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
697,[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2],[3 2 3 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
698,[1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 2 1 1 1 1 1 1 1 1 2],[3 2 4 2 4 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
699,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 2 1 1 1 1 2 1 2 1 1],[3 2 3 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
700,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 1 2 1 2 1 2],[3 2 4 2 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
701,[1 1 1 1 1 1 1 1 1 1 2 2 2 1 2 1 2 2 1 1 1 1 2 1 2 1 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
702,[1 1 1 1 1 1 1 2 2 1 1 2 2 2 2 2 2 2 2 1 2 1 2 1 2 1 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 4]
703,[2 1 1 1 2 1 1 2 2 1 2 2 2 1 2 1 2 2 2 2 2 1 2 2 2 1 2],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
704,[1 1 1 1 2 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[3 2 4 3 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
705,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2],[3 2 4 2 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
706,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 3 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
707,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
708,[2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4]
709,[2 1 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
710,[2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 3 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 3]
711,[2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 4 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
712,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[3 2 2 2 3 2 2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 3]
713,[2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 3 2 3 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 3]
714,[2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 4 2 3 2 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
715,[2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 4 2]
716,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 4 2 2 3 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
717,[2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 2 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
718,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 3 2 2 3 2 4 4 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
719,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 4 4 4 4 4 4 2 4 2 4 4 2]
720,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 4 4 4 3 4 2 4 4 2]
721,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 3 2 3 4 2 3 4 2 4 4 2]
722,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 4 4 3 4 2 2 4 2 4 4 2]
723,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 3 2 4 3 4 4 4 4 4 2 4 2 4 4 3 4 2 4 3 2]
724,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 2 4 4 4 4 4 4 3 2 4 4 2 4 2 4 2 2]
725,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 4 4 4 2 2 3 4 3 2 3 2 4 2 2]
726,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 4 3 4 4 3 4 4 2 2 2 4 2 2 2 2 4 2 2]
727,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 3 3 3 2 4 2 2 3 2 4 2 2]
728,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 3 2 4 4 2 4 4 2 2 2 4 3 2 2 2 4 2 2]
729,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 4 2 3 2 4 2 2 3 2 4 2 2]
730,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 4 4 3 2 2 2 4 2 2 2 2 4 2 2]
731,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 3 2 2 2 2 4 2 2]
732,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 3 4 2 2 2 2 4 2 2 3 2 4 2 2]
733,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 3 2 2 2 4 2 2 2 2 4 2 2]
734,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
735,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
736,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
737,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 4 2 2 2 2 4 2 2]
738,[2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2],[2 2 2 2 2 2 2 2 2 2 2 4 4 2 4 2 2 2 2 3 2 2 2 2 4 2 2]
